time[ms],#packets last interval,#packets overall,overall avrg. packetsize [byte],overall sum packetsize [byte],overall thrp [Mb/s],thrp last interval [Mb/s]
2000.0,0,0,NaN,0.0,NaN,NaN
3000.0,474,474,955.048523206751,452693.0,3.621544,3.621544
4000.0,527,1001,989.8387096774194,974338.0,3.897352,4.17316
5000.0,398,1399,1013.5527638190955,1377732.0,3.673952,3.227152
6000.0,443,1842,1012.27539503386,1826170.0,3.65234,3.587504
7000.0,434,2276,1016.0506912442396,2267136.0,3.6274176000000002,3.527728
8000.0,1347,3623,1005.5426874536006,3621602.0,4.828802666666666,10.835728
9000.0,292,3915,970.5342465753424,3904998.0,4.462854857142857,2.267168
10000.0,67,3982,994.4925373134329,3971629.0,3.971629,0.533048
11000.0,1743,5725,961.2294893861159,5647052.0,5.019601777777778,13.403384
12000.0,22,5747,1239.7727272727273,5674327.0,4.539461599999999,0.2182
13000.0,609,6356,973.9162561576354,6267442.0,4.558139636363637,4.74492
14000.0,643,6999,1031.601866251944,6930762.0,4.620508,5.30656
15000.0,346,7345,992.1965317919075,7274062.0,4.476345846153846,2.7464
16000.0,114,7459,1034.1666666666667,7391957.0,4.223975428571429,0.9431600000000001
17000.0,22,7481,1080.1363636363637,7415720.0,3.9550506666666667,0.19010400000000002
18000.0,592,8073,1030.9881756756756,8026065.0,4.0130325,4.88276
19000.0,494,8567,960.5951417004048,8500599.0,4.000281882352941,3.796272
20000.0,670,9237,993.1343283582089,9165999.0,4.073777333333333,5.3232
21000.0,88,9325,1018.8068181818181,9255654.0,3.8971174736842102,0.71724
22000.0,589,9914,966.483870967742,9824913.0,3.9299652000000003,4.554072
23000.0,1032,10946,1059.6957364341085,1.0918519E7,4.159435809523809,8.748848
24000.0,22,10968,1025.7272727272727,1.0941085E7,3.9785763636363636,0.180528
25000.0,1343,12311,1007.8339538346985,1.2294606E7,4.276384695652174,10.828168
26000.0,1281,13592,956.544106167057,1.3519939E7,4.506646333333333,9.802664
27000.0,25,13617,1190.4,1.3549699E7,4.33590368,0.23808000000000004
28000.0,1021,14638,1007.2703232125367,1.4578122E7,4.485576,8.227384
29000.0,362,15000,1004.8093922651934,1.4941863E7,4.427218666666667,2.909928
30000.0,506,15506,998.2588932806324,1.5446982E7,4.413423428571428,4.040952
31000.0,886,16392,1010.5891647855531,1.6342364E7,4.508238344827586,7.163056
32000.0,93,16485,849.5591397849462,1.6421373E7,4.3790328,0.632072
33000.0,802,17287,993.0274314214464,1.7217781E7,4.443298322580645,6.371264
34000.0,830,18117,1007.9024096385542,1.805434E7,4.513585,6.692472
35000.0,64,18181,1066.734375,1.8122611E7,4.393360242424242,0.546168
36000.0,897,19078,993.6220735785953,1.901389E7,4.4738564705882355,7.130232
37000.0,775,19853,997.6425806451613,1.9787063E7,4.522757257142858,6.185384
38000.0,86,19939,1018.4883720930233,1.9874653E7,4.416589555555555,0.70072
39000.0,688,20627,987.3531976744187,2.0553952E7,4.444097729729729,5.434392
40000.0,646,21273,1012.5402476780185,2.1208053E7,4.464853263157895,5.232808
41000.0,658,21931,992.1793313069909,2.1860907E7,4.4842886153846155,5.222832
42000.0,699,22630,999.2732474964234,2.2559399E7,4.5118798,5.587936
43000.0,276,22906,933.6557971014493,2.2817088E7,4.452114731707318,2.061512
44000.0,428,23334,1035.3107476635514,2.3260201E7,4.430514476190476,3.544904
45000.0,449,23783,1017.7015590200446,2.3717149E7,4.412492837209303,3.655584
46000.0,164,23947,939.4085365853658,2.3871212E7,4.340220363636364,1.232504
47000.0,924,24871,1000.6688311688312,2.479583E7,4.408147555555555,7.396944
48000.0,130,25001,975.9076923076923,2.4922698E7,4.334382260869566,1.014944
49000.0,640,25641,1050.7109375,2.5595153E7,4.356621787234042,5.37964
50000.0,2501,28142,1014.1987205117953,2.8131664E7,4.6886106666666665,20.292088
51000.0,166,28308,1051.5240963855422,2.8306217E7,4.621423183673469,1.396424
52000.0,171,28479,989.3918128654971,2.8475403E7,4.556064480000001,1.353488
53000.0,982,29461,1004.7983706720978,2.9462115E7,4.621508235294119,7.893696
54000.0,159,29620,1021.4465408805031,2.9624525E7,4.557619230769231,1.29928
55000.0,332,29952,1027.5993975903614,2.9965688E7,4.523122716981131,2.729304
56000.0,637,30589,1024.7488226059654,3.0618453E7,4.536067111111111,5.22212
57000.0,364,30953,984.4835164835165,3.0976805E7,4.505717090909091,2.866816
58000.0,164,31117,1019.2439024390244,3.1143961E7,4.449137285714286,1.337248
59000.0,1852,32969,987.3968682505399,3.297262E7,4.627736140350877,14.629272
60000.0,340,33309,956.1029411764706,3.3297695E7,4.59278551724138,2.6006
